date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side,full_date,trade_date
7/14,2412,富邦證券,9600,157,15,142,0.5,13,buy,2026-07-14,2026-07-14
7/14,3034,玉山-雙和,8841,21,0,21,0.18,11,buy,2026-07-14,2026-07-14
7/14,2412,永豐金證券,0039004100300030,594,2911,-2317,8.15,3,sell,2026-07-14,2026-07-14
7/14,2603,花旗環球,1590,368,57,311,3.33,7,buy,2026-07-14,2026-07-14
7/14,2412,凱基,9200,560,49,511,1.8,4,buy,2026-07-14,2026-07-14
7/14,2379,大昌-新竹,6463,10,0,10,0.25,14,buy,2026-07-14,2026-07-14
7/14,3006,元大-中山北路,0039003800300061,40,1,39,0.29,9,buy,2026-07-14,2026-07-14
7/14,2412,華南永昌,9300,129,336,-207,0.73,10,sell,2026-07-14,2026-07-14
7/14,2379,中國信託,6160,26,13,13,0.32,12,buy,2026-07-14,2026-07-14
7/14,2379,群益金鼎-新竹,9186,6,17,-11,0.27,13,sell,2026-07-14,2026-07-14
7/14,3034,富邦-仁愛,9676,20,2,18,0.15,15,buy,2026-07-14,2026-07-14
7/14,2412,元大證券,9800,1360,2047,-687,2.42,6,sell,2026-07-14,2026-07-14
7/14,2379,富邦證券,9600,39,26,13,0.32,11,buy,2026-07-14,2026-07-14
7/14,3034,元大證券,9800,990,1073,-83,0.71,15,sell,2026-07-14,2026-07-14
7/14,2412,元大-館前,003900380034004b,433,1,432,1.52,6,buy,2026-07-14,2026-07-14
7/14,2412,港商野村,1560,38,371,-333,1.17,8,sell,2026-07-14,2026-07-14
7/14,2412,元大-松江,9801,4,201,-197,0.69,11,sell,2026-07-14,2026-07-14
7/14,2412,美商高盛,1480,398,3562,-3164,11.13,2,sell,2026-07-14,2026-07-14
7/14,2412,凱基-台北,9268,3222,1605,1617,5.69,2,buy,2026-07-14,2026-07-14
7/14,2379,第一金-高雄,5383,1,13,-12,0.3,8,sell,2026-07-14,2026-07-14
7/14,3034,富邦證券,9600,104,1694,-1590,13.58,1,sell,2026-07-14,2026-07-14
7/14,2603,台灣摩根士丹利,1470,1311,347,964,10.34,1,buy,2026-07-14,2026-07-14
7/14,2412,花旗環球,1590,1092,608,484,1.7,5,buy,2026-07-14,2026-07-14
7/14,3034,美林,1440,2035,201,1834,15.67,1,buy,2026-07-14,2026-07-14
7/14,2412,華南永昌-中正,9359,22,600,-578,2.03,7,sell,2026-07-14,2026-07-14
7/14,2412,新加坡商瑞銀,1650,85,1963,-1878,6.61,4,sell,2026-07-14,2026-07-14
7/14,2412,國泰-敦南,8888,383,108,275,0.97,8,buy,2026-07-14,2026-07-14
7/14,3034,富邦-南港,0039003600320041,21,0,21,0.18,14,buy,2026-07-14,2026-07-14
7/14,2379,土銀-台南,1032,1,12,-11,0.27,12,sell,2026-07-14,2026-07-14
7/14,3006,港商麥格理,1360,324,0,324,2.4,3,buy,2026-07-14,2026-07-14
7/14,3006,富邦-南屯,9666,79,25,54,0.4,5,buy,2026-07-14,2026-07-14
7/14,2345,新光,8560,24,35,-11,0.36,12,sell,2026-07-14,2026-07-14
7/14,3006,富邦-七賢,003900360031004b,41,10,31,0.23,15,buy,2026-07-14,2026-07-14
7/14,3037,群益金鼎-屏東,0039003100330048,4,42,-38,0.13,15,sell,2026-07-14,2026-07-14
7/14,3006,花旗環球,1590,43,118,-75,0.56,15,sell,2026-07-14,2026-07-14
7/14,2345,凱基-站前,0039003200300046,6,15,-9,0.29,14,sell,2026-07-14,2026-07-14
7/14,3006,永豐金-新竹,0039004100390037,48,5,43,0.32,7,buy,2026-07-14,2026-07-14
7/14,2379,元大證券,9800,495,190,305,7.54,2,buy,2026-07-14,2026-07-14
7/14,3006,港商野村,1560,73,216,-143,1.06,8,sell,2026-07-14,2026-07-14
7/14,3006,台灣企銀-桃園,0031003100310045,2,594,-592,4.39,1,sell,2026-07-14,2026-07-14
7/14,2379,港商麥格理,1360,6,164,-158,3.91,3,sell,2026-07-14,2026-07-14
7/14,3006,美林,1440,640,214,426,3.16,1,buy,2026-07-14,2026-07-14
7/14,3006,元大-蘆洲中正,0039003800390049,62,155,-93,0.69,10,sell,2026-07-14,2026-07-14
7/14,2379,香港上海匯豐,8960,2,32,-30,0.74,5,sell,2026-07-14,2026-07-14
7/14,2379,聯邦-興中,8587,55,1,54,1.34,6,buy,2026-07-14,2026-07-14
7/14,3006,群益金鼎-館前,0039003100330059,90,6,84,0.62,4,buy,2026-07-14,2026-07-14
7/14,2379,群益金鼎,9100,97,21,76,1.88,4,buy,2026-07-14,2026-07-14
7/14,3006,永豐金-竹北,0039004100390050,5,311,-306,2.27,3,sell,2026-07-14,2026-07-14
7/14,2345,國泰-板橋,003800380038004b,20,7,13,0.42,9,buy,2026-07-14,2026-07-14
7/14,2345,凱基-台北,9268,277,217,60,1.94,5,buy,2026-07-14,2026-07-14
7/14,2345,元大-竹科,003900380030004b,4,42,-38,1.23,8,sell,2026-07-14,2026-07-14
7/14,2345,永豐金證券,0039004100300030,188,135,53,1.71,6,buy,2026-07-14,2026-07-14
7/14,2345,新加坡商瑞銀,1650,59,349,-290,9.38,1,sell,2026-07-14,2026-07-14
7/14,2345,花旗環球,1590,69,177,-108,3.49,3,sell,2026-07-14,2026-07-14
7/14,2345,國泰-新莊,8886,12,2,10,0.32,10,buy,2026-07-14,2026-07-14
7/14,2345,摩根大通,8440,207,126,81,2.62,3,buy,2026-07-14,2026-07-14
7/14,2345,統一-板橋,0035003800350050,8,0,8,0.26,12,buy,2026-07-14,2026-07-14
7/14,2345,富邦-建國,9658,16,52,-36,1.16,9,sell,2026-07-14,2026-07-14
7/14,2345,富邦證券,9600,31,138,-107,3.46,4,sell,2026-07-14,2026-07-14
7/14,2345,玉山-新莊,8842,10,4,6,0.19,14,buy,2026-07-14,2026-07-14
7/14,3034,凱基,9200,332,35,297,2.54,8,buy,2026-07-14,2026-07-14
7/14,2345,中國信託,6160,16,58,-42,1.36,7,sell,2026-07-14,2026-07-14
7/14,2345,統一,5850,4,81,-77,2.49,6,sell,2026-07-14,2026-07-14
7/14,2345,國票-天祥,0037003700390056,0,78,-78,2.52,5,sell,2026-07-14,2026-07-14
7/14,2345,台新,0039004200300030,33,58,-25,0.81,10,sell,2026-07-14,2026-07-14
7/14,2345,港商麥格理,1360,81,32,49,1.59,7,buy,2026-07-14,2026-07-14
7/14,3034,臺銀,1040,5,203,-198,1.69,10,sell,2026-07-14,2026-07-14
7/14,2345,台灣摩根士丹利,1470,290,65,225,7.28,1,buy,2026-07-14,2026-07-14
7/14,3006,康和-新竹,8456,43,11,32,0.24,13,buy,2026-07-14,2026-07-14
7/14,2345,元大證券,9800,254,245,9,0.29,11,buy,2026-07-14,2026-07-14
7/14,2379,摩根大通,8440,376,685,-309,7.64,1,sell,2026-07-14,2026-07-14
7/14,2379,凱基-台北,9268,522,113,409,10.12,1,buy,2026-07-14,2026-07-14
7/14,3034,台灣摩根士丹利,1470,1327,488,839,7.17,4,buy,2026-07-14,2026-07-14
7/14,2379,花旗環球,1590,140,14,126,3.12,3,buy,2026-07-14,2026-07-14
7/14,3006,凱基-板橋,0039003200300041,59,19,40,0.3,8,buy,2026-07-14,2026-07-14
7/14,3006,新加坡商瑞銀,1650,351,606,-255,1.89,5,sell,2026-07-14,2026-07-14
7/14,2345,凱基-高美館,9215,8,2,6,0.19,15,buy,2026-07-14,2026-07-14
7/14,2379,凱基,9200,64,4,60,1.48,5,buy,2026-07-14,2026-07-14
7/14,3006,富邦-台北,9623,51,14,37,0.27,10,buy,2026-07-14,2026-07-14
7/14,2379,大和國泰,8890,0,39,-39,0.96,4,sell,2026-07-14,2026-07-14
7/14,3006,群益金鼎-大甲,0039003100380067,60,25,35,0.26,11,buy,2026-07-14,2026-07-14
7/14,3006,美商高盛,1480,482,889,-407,3.02,2,sell,2026-07-14,2026-07-14
7/14,2379,統一-永和,0035003800350042,14,4,10,0.25,13,buy,2026-07-14,2026-07-14
7/14,3006,凱基-台北,9268,871,1130,-259,1.92,4,sell,2026-07-14,2026-07-14
7/14,3006,永豐金-匯立,0039004100380031,0,76,-76,0.56,13,sell,2026-07-14,2026-07-14
7/14,3006,凱基-新莊,0039003200310053,13,89,-76,0.56,14,sell,2026-07-14,2026-07-14
7/14,2379,美商高盛,1480,315,339,-24,0.59,6,sell,2026-07-14,2026-07-14
7/14,3006,富邦-建國,9658,74,29,45,0.33,6,buy,2026-07-14,2026-07-14
7/14,2345,合庫證券,1020,1,13,-12,0.39,11,sell,2026-07-14,2026-07-14
7/14,3006,富邦-高雄,9659,63,32,31,0.23,14,buy,2026-07-14,2026-07-14
7/14,3006,富邦證券,9600,19,163,-144,1.07,7,sell,2026-07-14,2026-07-14
7/14,2345,國泰證券,8880,4,14,-10,0.32,13,sell,2026-07-14,2026-07-14
7/14,3006,群益金鼎,9100,96,270,-174,1.29,6,sell,2026-07-14,2026-07-14
7/14,2345,凱基,9200,94,24,70,2.26,4,buy,2026-07-14,2026-07-14
7/14,3006,聯邦-大業,8586,1,102,-101,0.75,9,sell,2026-07-14,2026-07-14
7/14,2345,香港上海匯豐,8960,5,13,-8,0.26,15,sell,2026-07-14,2026-07-14
7/14,2379,台灣摩根士丹利,1470,485,702,-217,5.37,2,sell,2026-07-14,2026-07-14
7/14,2603,永豐金證券,0039004100300030,365,30,335,3.59,5,buy,2026-07-14,2026-07-14
7/14,3034,國票-敦北法人,0037003700390063,34,2,32,0.27,10,buy,2026-07-14,2026-07-14
7/14,3006,台灣摩根士丹利,1470,558,525,33,0.24,12,buy,2026-07-14,2026-07-14
7/14,2618,元大證券,9800,7666,5385,2281,2.8,5,buy,2026-07-14,2026-07-14
7/14,3006,永豐金-羅東,0039004100390041,6,87,-81,0.6,11,sell,2026-07-14,2026-07-14
7/14,2379,法銀巴黎,8900,34,0,34,0.84,7,buy,2026-07-14,2026-07-14
7/14,2330,港商野村,1560,77,1479,-1402,3.46,4,sell,2026-07-14,2026-07-14
7/14,2891,凱基,9200,748,5271,-4523,5.64,5,sell,2026-07-14,2026-07-14
7/14,3711,港商野村,1560,81,13,68,0.29,11,buy,2026-07-14,2026-07-14
7/14,2308,新加坡商瑞銀,1650,757,366,391,3.6,1,buy,2026-07-14,2026-07-14
7/14,2308,群益金鼎,9100,61,181,-120,1.1,7,sell,2026-07-14,2026-07-14
7/14,2308,台新,0039004200300030,45,86,-41,0.38,10,sell,2026-07-14,2026-07-14
7/14,2308,國泰證券,8880,87,189,-102,0.94,8,sell,2026-07-14,2026-07-14
7/14,2308,宏遠證券,1260,126,1,125,1.15,4,buy,2026-07-14,2026-07-14
7/14,2308,中國信託,6160,98,18,80,0.74,9,buy,2026-07-14,2026-07-14
7/14,2303,國票-安和,003700370039005a,208,731,-523,0.6,14,sell,2026-07-14,2026-07-14
7/14,2308,第一金,5380,113,3,110,1.01,6,buy,2026-07-14,2026-07-14
7/14,2330,台新-台北,0039004200320030,44,473,-429,1.06,11,sell,2026-07-14,2026-07-14
7/14,2308,國泰-敦南,8888,168,98,70,0.64,11,buy,2026-07-14,2026-07-14
7/14,2308,統一,5850,162,64,98,0.9,7,buy,2026-07-14,2026-07-14
7/14,2317,臺銀,1040,180,314,-134,0.28,13,sell,2026-07-14,2026-07-14
7/14,2454,永豐金-復興,003900410039005a,18,55,-37,0.3,14,sell,2026-07-14,2026-07-14
7/14,2308,富邦證券,9600,54,409,-355,3.27,3,sell,2026-07-14,2026-07-14
7/14,2308,台新-台北,0039004200320030,6,36,-30,0.28,12,sell,2026-07-14,2026-07-14
7/14,2891,元大證券,9800,8115,3478,4637,5.79,3,buy,2026-07-14,2026-07-14
7/14,2454,富邦-新竹,9647,35,19,16,0.13,15,buy,2026-07-14,2026-07-14
7/14,2382,永豐金-萬盛,0039004100390032,143,2,141,0.63,11,buy,2026-07-14,2026-07-14
7/14,2382,凱基,9200,433,41,392,1.74,6,buy,2026-07-14,2026-07-14
7/14,2382,台灣摩根士丹利,1470,2176,2557,-381,1.7,6,sell,2026-07-14,2026-07-14
7/14,2454,富邦-敦南,9663,35,14,21,0.17,11,buy,2026-07-14,2026-07-14
7/14,2454,華南永昌,9300,22,53,-31,0.25,15,sell,2026-07-14,2026-07-14
7/14,2330,國泰-館前,0038003800380041,150,47,103,0.25,10,buy,2026-07-14,2026-07-14
7/14,2454,富邦-中壢,9636,40,12,28,0.22,9,buy,2026-07-14,2026-07-14
7/14,2308,台灣企銀,1110,46,3,43,0.4,13,buy,2026-07-14,2026-07-14
7/14,2454,群益金鼎,9100,53,32,21,0.17,12,buy,2026-07-14,2026-07-14
7/14,2382,(牛牛牛)亞-鑫豐,0036003000310064,25,187,-162,0.72,8,sell,2026-07-14,2026-07-14
7/14,2382,國票-安和,003700370039005a,5,143,-138,0.61,9,sell,2026-07-14,2026-07-14
7/14,2308,永豐金證券,0039004100300030,248,271,-23,0.21,15,sell,2026-07-14,2026-07-14
7/14,2308,元大-忠孝,9871,13,88,-75,0.69,9,sell,2026-07-14,2026-07-14
7/14,2382,永豐金證券,0039004100300030,2157,209,1948,8.67,1,buy,2026-07-14,2026-07-14
7/14,2330,美商高盛,1480,2082,1991,91,0.22,14,buy,2026-07-14,2026-07-14
7/14,2454,永豐金證券,0039004100300030,256,352,-96,0.77,8,sell,2026-07-14,2026-07-14
7/14,2454,群益金鼎-大安,0039003100380065,0,83,-83,0.67,10,sell,2026-07-14,2026-07-14
7/14,2308,永豐金-匯立,0039004100380031,102,27,75,0.69,10,buy,2026-07-14,2026-07-14
7/14,2382,群益金鼎,9100,238,98,140,0.62,12,buy,2026-07-14,2026-07-14
7/14,2382,康和,8450,125,0,125,0.56,13,buy,2026-07-14,2026-07-14
7/14,2382,港商野村,1560,169,765,-596,2.65,5,sell,2026-07-14,2026-07-14
7/14,2454,統一,5850,164,292,-128,1.03,7,sell,2026-07-14,2026-07-14
7/14,2382,台新,0039004200300030,862,79,783,3.48,4,buy,2026-07-14,2026-07-14
7/14,2382,宏遠-民生,1261,72,0,72,0.32,15,buy,2026-07-14,2026-07-14
7/14,2382,臺銀,1040,156,406,-250,1.11,7,sell,2026-07-14,2026-07-14
7/14,2454,國泰-板橋,003800380038004b,77,50,27,0.22,10,buy,2026-07-14,2026-07-14
7/14,2382,國泰證券,8880,332,18,314,1.4,7,buy,2026-07-14,2026-07-14
7/14,3034,凱基-台北,9268,852,457,395,3.37,6,buy,2026-07-14,2026-07-14
7/14,2308,元大-北屯,0039003800390064,38,3,35,0.32,14,buy,2026-07-14,2026-07-14
7/14,2303,凱基-台北,9268,3127,1183,1944,2.21,4,buy,2026-07-14,2026-07-14
7/14,2382,兆豐-新營,003700300030004b,2,132,-130,0.58,10,sell,2026-07-14,2026-07-14
7/14,2454,永豐金-匯立,0039004100380031,62,44,18,0.14,14,buy,2026-07-14,2026-07-14
7/14,2382,統一,5850,418,277,141,0.63,10,buy,2026-07-14,2026-07-14
7/14,2382,港商麥格理,1360,857,4120,-3263,14.52,1,sell,2026-07-14,2026-07-14
7/14,2382,摩根大通,8440,526,618,-92,0.41,12,sell,2026-07-14,2026-07-14
7/14,2454,玉山-城中,0038003800340045,24,5,19,0.15,13,buy,2026-07-14,2026-07-14
7/14,2412,台灣摩根士丹利,1470,795,2181,-1386,4.88,5,sell,2026-07-14,2026-07-14
7/14,2382,第一金-華江,0035003300380057,14,136,-122,0.54,11,sell,2026-07-14,2026-07-14
7/14,2382,美林,1440,100,1002,-902,4.01,3,sell,2026-07-14,2026-07-14
7/14,2382,凱基-台北,9268,1011,1837,-826,3.67,4,sell,2026-07-14,2026-07-14
7/14,2382,新加坡商瑞銀,1650,288,374,-86,0.38,13,sell,2026-07-14,2026-07-14
7/14,2308,兆豐證券,7000,55,4,51,0.47,12,buy,2026-07-14,2026-07-14
7/14,2454,花旗環球,1590,281,167,114,0.91,6,buy,2026-07-14,2026-07-14
7/14,2382,華南永昌-中正,9359,623,12,611,2.72,5,buy,2026-07-14,2026-07-14
7/14,2454,國泰-敦南,8888,183,112,71,0.57,7,buy,2026-07-14,2026-07-14
7/14,2382,花旗環球,1590,592,301,291,1.29,8,buy,2026-07-14,2026-07-14
7/14,2308,凱基,9200,219,47,172,1.58,3,buy,2026-07-14,2026-07-14
7/14,2308,港商野村,1560,107,74,33,0.3,15,buy,2026-07-14,2026-07-14
7/14,2382,宏遠證券,1260,160,5,155,0.69,9,buy,2026-07-14,2026-07-14
7/14,2308,凱基-城中,9227,3,31,-28,0.26,13,sell,2026-07-14,2026-07-14
7/14,2454,凱基,9200,161,207,-46,0.37,13,sell,2026-07-14,2026-07-14
7/14,2454,(牛牛牛)亞證券,6010,1,60,-59,0.47,12,sell,2026-07-14,2026-07-14
7/14,2382,美商高盛,1480,697,1667,-970,4.32,2,sell,2026-07-14,2026-07-14
7/14,2382,富邦證券,9600,1940,18,1922,8.55,2,buy,2026-07-14,2026-07-14
7/14,2382,元大證券,9800,2310,1168,1142,5.08,3,buy,2026-07-14,2026-07-14
7/14,2882,富邦-板橋,9655,21,97,-76,0.34,10,sell,2026-07-14,2026-07-14
7/14,2308,摩根大通,8440,306,1436,-1130,10.4,1,sell,2026-07-14,2026-07-14
7/14,2881,福邦證券,6480,200,0,200,0.75,11,buy,2026-07-14,2026-07-14
7/14,2317,統一,5850,126,532,-406,0.84,7,sell,2026-07-14,2026-07-14
7/14,2330,凱基-中港,9202,125,17,108,0.27,9,buy,2026-07-14,2026-07-14
7/14,2330,法銀巴黎,8900,111,861,-750,1.85,8,sell,2026-07-14,2026-07-14
7/14,2330,元大-天母,0039003800310049,135,16,119,0.29,8,buy,2026-07-14,2026-07-14
7/14,2330,永豐金證券,0039004100300030,2721,638,2083,5.14,1,buy,2026-07-14,2026-07-14
7/14,2330,摩根大通,8440,1638,5667,-4029,9.93,1,sell,2026-07-14,2026-07-14
7/14,2330,富邦-建國,9658,132,40,92,0.23,15,buy,2026-07-14,2026-07-14
7/14,2317,港商麥格理,1360,1550,479,1071,2.23,3,buy,2026-07-14,2026-07-14
7/14,2412,中國信託,6160,137,2,135,0.48,15,buy,2026-07-14,2026-07-14
7/14,2308,凱基-台北,9268,427,467,-40,0.37,11,sell,2026-07-14,2026-07-14
7/14,2330,台新,0039004200300030,193,101,92,0.23,13,buy,2026-07-14,2026-07-14
7/14,2317,永豐金-萬盛,0039004100390032,28,113,-85,0.18,15,sell,2026-07-14,2026-07-14
7/14,2330,永豐金-匯立,0039004100380031,102,789,-687,1.69,9,sell,2026-07-14,2026-07-14
7/14,2317,摩根大通,8440,2086,3675,-1589,3.3,3,sell,2026-07-14,2026-07-14
7/14,3711,台新,0039004200300030,241,84,157,0.66,5,buy,2026-07-14,2026-07-14
7/14,2330,福邦證券,6480,1,105,-104,0.26,13,sell,2026-07-14,2026-07-14
7/14,2330,國泰證券,8880,273,495,-222,0.55,12,sell,2026-07-14,2026-07-14
7/14,2330,土銀,1030,97,5,92,0.23,12,buy,2026-07-14,2026-07-14
7/14,2330,新加坡商瑞銀,1650,2378,4561,-2183,5.38,2,sell,2026-07-14,2026-07-14
7/14,2317,凱基-台北,9268,1415,7502,-6087,12.65,1,sell,2026-07-14,2026-07-14
7/14,2330,凱基,9200,1422,325,1097,2.7,3,buy,2026-07-14,2026-07-14
7/14,2330,美林,1440,1853,3493,-1640,4.04,3,sell,2026-07-14,2026-07-14
7/14,2330,國泰-敦南,8888,548,168,380,0.94,4,buy,2026-07-14,2026-07-14
7/14,2330,台灣摩根士丹利,1470,1136,2369,-1233,3.04,5,sell,2026-07-14,2026-07-14
7/14,2330,花旗環球,1590,850,1664,-814,2.01,6,sell,2026-07-14,2026-07-14
7/14,2330,富邦證券,9600,755,1555,-800,1.97,7,sell,2026-07-14,2026-07-14
7/14,2317,康和-台北,0038003400350055,166,4,162,0.34,15,buy,2026-07-14,2026-07-14
7/14,2330,中國信託,6160,455,359,96,0.24,11,buy,2026-07-14,2026-07-14
7/14,2330,群益金鼎,9100,871,500,371,0.91,5,buy,2026-07-14,2026-07-14
7/14,2330,永豐金-內湖,0039004100390067,16,109,-93,0.23,15,sell,2026-07-14,2026-07-14
7/14,2382,統一-士林,003500380035004d,13,74,-61,0.27,14,sell,2026-07-14,2026-07-14
7/14,2330,合庫證券,1020,134,10,124,0.31,7,buy,2026-07-14,2026-07-14
7/14,2317,美林,1440,2974,4643,-1669,3.47,2,sell,2026-07-14,2026-07-14
7/14,2317,花旗環球,1590,1930,692,1238,2.57,2,buy,2026-07-14,2026-07-14
7/14,2317,元大證券,9800,4106,2114,1992,4.14,1,buy,2026-07-14,2026-07-14
7/14,2308,富邦-仁愛,9676,28,53,-25,0.23,14,sell,2026-07-14,2026-07-14
7/14,2454,台新-台北,0039004200320030,9,423,-414,3.32,2,sell,2026-07-14,2026-07-14
7/14,2454,摩根大通,8440,858,683,175,1.4,4,buy,2026-07-14,2026-07-14
7/14,2454,台灣摩根士丹利,1470,836,709,127,1.02,5,buy,2026-07-14,2026-07-14
7/14,2454,國泰證券,8880,66,225,-159,1.27,5,sell,2026-07-14,2026-07-14
7/14,2317,玉山證券,8840,226,52,174,0.36,13,buy,2026-07-14,2026-07-14
7/14,2454,富邦證券,9600,63,208,-145,1.16,6,sell,2026-07-14,2026-07-14
7/14,2317,凱基,9200,975,93,882,1.83,4,buy,2026-07-14,2026-07-14
7/14,2317,台新,0039004200300030,390,481,-91,0.19,14,sell,2026-07-14,2026-07-14
7/14,2317,美商高盛,1480,3547,4156,-609,1.27,5,sell,2026-07-14,2026-07-14
7/14,2317,兆豐-高雄,003700300030005a,18,167,-149,0.31,12,sell,2026-07-14,2026-07-14
7/14,2412,彰銀,1230,1,83,-82,0.29,15,sell,2026-07-14,2026-07-14
7/14,2308,美商高盛,1480,486,759,-273,2.51,6,sell,2026-07-14,2026-07-14
7/14,2454,元大證券,9800,1570,1251,319,2.56,2,buy,2026-07-14,2026-07-14
7/14,2317,港商野村,1560,470,134,336,0.7,8,buy,2026-07-14,2026-07-14
7/14,2330,大和國泰,8890,57,160,-103,0.25,14,sell,2026-07-14,2026-07-14
7/14,2454,港商麥格理,1360,103,420,-317,2.54,3,sell,2026-07-14,2026-07-14
7/14,2317,新加坡商瑞銀,1650,2300,2567,-267,0.55,9,sell,2026-07-14,2026-07-14
7/14,2454,美林,1440,551,811,-260,2.08,4,sell,2026-07-14,2026-07-14
7/14,2308,香港上海匯豐,8960,246,37,209,1.92,2,buy,2026-07-14,2026-07-14
7/14,2454,港商野村,1560,374,92,282,2.26,3,buy,2026-07-14,2026-07-14
7/14,2317,富邦證券,9600,203,652,-449,0.93,6,sell,2026-07-14,2026-07-14
7/14,2317,統一-新竹,5857,468,207,261,0.54,10,buy,2026-07-14,2026-07-14
7/14,2317,中國信託-三重,6161,188,9,179,0.37,12,buy,2026-07-14,2026-07-14
7/14,2382,兆豐證券,7000,101,3,98,0.44,14,buy,2026-07-14,2026-07-14
7/14,2317,第一金-中山,5389,319,10,309,0.64,9,buy,2026-07-14,2026-07-14
7/14,2330,香港上海匯豐,8960,232,869,-637,1.57,10,sell,2026-07-14,2026-07-14
7/14,2317,台灣企銀,1110,13,1018,-1005,2.09,4,sell,2026-07-14,2026-07-14
7/14,2317,香港上海匯豐,8960,427,0,427,0.89,7,buy,2026-07-14,2026-07-14
7/14,2317,中國信託-高雄,003600310036004b,67,221,-154,0.32,10,sell,2026-07-14,2026-07-14
7/14,2317,永豐金證券,0039004100300030,1253,675,578,1.2,6,buy,2026-07-14,2026-07-14
7/14,2317,台新-台北,0039004200320030,251,402,-151,0.31,11,sell,2026-07-14,2026-07-14
7/14,2454,凱基-台北,9268,819,439,380,3.04,1,buy,2026-07-14,2026-07-14
7/14,2317,元大-彰化,0039003800310047,664,16,648,1.35,5,buy,2026-07-14,2026-07-14
7/14,2317,永豐金-高雄,0039004100390065,13,385,-372,0.77,8,sell,2026-07-14,2026-07-14
7/14,2454,新加坡商瑞銀,1650,634,1163,-529,4.24,1,sell,2026-07-14,2026-07-14
7/14,2317,元大-府城,0039003800300075,211,8,203,0.42,11,buy,2026-07-14,2026-07-14
7/14,2317,華南永昌-台中,9302,173,11,162,0.34,14,buy,2026-07-14,2026-07-14
7/14,2308,美林,1440,145,452,-307,2.83,5,sell,2026-07-14,2026-07-14
7/14,2454,中國信託-忠孝,6162,42,8,34,0.27,8,buy,2026-07-14,2026-07-14
7/14,2891,國泰-板橋,003800380038004b,763,47,716,0.89,8,buy,2026-07-14,2026-07-14
7/14,2303,群益金鼎-忠孝,0039003100380057,540,210,330,0.38,9,buy,2026-07-14,2026-07-14
7/14,2303,兆豐-彰化,0037003000300064,384,194,190,0.22,10,buy,2026-07-14,2026-07-14
7/14,2303,元大-蘆洲,9857,92,1534,-1442,1.64,6,sell,2026-07-14,2026-07-14
7/14,2303,永豐金證券,0039004100300030,1828,1237,591,0.67,7,buy,2026-07-14,2026-07-14
7/14,2303,新加坡商瑞銀,1650,6240,2035,4205,4.79,2,buy,2026-07-14,2026-07-14
7/14,2303,永豐金-匯立,0039004100380031,195,1397,-1202,1.37,8,sell,2026-07-14,2026-07-14
7/14,2303,兆豐證券,7000,72,1579,-1507,1.72,5,sell,2026-07-14,2026-07-14
7/14,2882,中國信託,6160,176,58,118,0.53,9,buy,2026-07-14,2026-07-14
7/14,2303,富邦證券,9600,5115,7380,-2265,2.58,4,sell,2026-07-14,2026-07-14
7/14,2454,元大-敦化,9833,6,74,-68,0.54,11,sell,2026-07-14,2026-07-14
7/14,2303,美商高盛,1480,990,4361,-3371,3.84,2,sell,2026-07-14,2026-07-14
7/14,2303,摩根大通,8440,4678,983,3695,4.21,3,buy,2026-07-14,2026-07-14
7/14,2303,元大證券,9800,6341,5046,1295,1.48,5,buy,2026-07-14,2026-07-14
7/14,2303,凱基,9200,559,3431,-2872,3.27,3,sell,2026-07-14,2026-07-14
7/14,2303,宏遠證券,1260,22,1102,-1080,1.23,9,sell,2026-07-14,2026-07-14
7/14,2303,國票-台中,0037003700390076,419,7,412,0.47,8,buy,2026-07-14,2026-07-14
7/14,2882,摩根大通,8440,2709,2635,74,0.33,14,buy,2026-07-14,2026-07-14
7/14,3711,永豐金證券,0039004100300030,909,470,439,1.85,2,buy,2026-07-14,2026-07-14
7/14,2303,元大-樹林,003900380039006a,196,14,182,0.21,11,buy,2026-07-14,2026-07-14
7/14,2303,元大-忠孝,9871,46,861,-815,0.93,11,sell,2026-07-14,2026-07-14
7/14,2882,凱基-台北,9268,976,864,112,0.5,10,buy,2026-07-14,2026-07-14
7/14,2303,台灣摩根士丹利,1470,3492,3317,175,0.2,12,buy,2026-07-14,2026-07-14
7/14,2882,元大-板橋三民,9879,4,116,-112,0.5,9,sell,2026-07-14,2026-07-14
7/14,2454,台新,0039004200300030,44,132,-88,0.71,9,sell,2026-07-14,2026-07-14
7/14,2882,香港上海匯豐,8960,104,3,101,0.45,12,buy,2026-07-14,2026-07-14
7/14,2882,群益金鼎,9100,138,31,107,0.48,11,buy,2026-07-14,2026-07-14
7/14,2303,統一,5850,865,4608,-3743,4.26,1,sell,2026-07-14,2026-07-14
7/14,3711,中國信託,6160,114,41,73,0.31,10,buy,2026-07-14,2026-07-14
7/14,3711,富邦證券,9600,806,214,592,2.49,1,buy,2026-07-14,2026-07-14
7/14,2882,群益金鼎-館前,0039003100330059,52,107,-55,0.25,14,sell,2026-07-14,2026-07-14
7/14,3711,美林,1440,542,1830,-1288,5.42,1,sell,2026-07-14,2026-07-14
7/14,2303,康和,8450,10,1314,-1304,1.49,7,sell,2026-07-14,2026-07-14
7/14,2303,美林,1440,10785,543,10242,11.67,1,buy,2026-07-14,2026-07-14
7/14,2330,凱基-台北,9268,1758,1505,253,0.62,6,buy,2026-07-14,2026-07-14
