date,code,name,foreign_net,trust_net,dealer_net,market
2026-06-10,5244,弘凱,27000,0,1000,TWSE
2026-06-10,5258,虹堡,-124000,0,-2902,TWSE
2026-06-10,5269,祥碩,-14805,-1000,-53897,TWSE
2026-06-10,5283,禾聯碩,-6000,0,-1000,TWSE
2026-06-10,5284,jpp-KY,142550,0,-47040,TWSE
2026-06-10,5285,界霖,519567,10000,-8000,TWSE
2026-06-10,5288,豐祥-KY,307085,0,-1195,TWSE
2026-06-10,5292,華懋,2760,0,282,TWSE
2026-06-10,5306,桂盟,46060,0,-2000,TWSE
2026-06-10,5388,中磊,320181,0,-62741,TWSE
2026-06-10,5434,崇越,334204,5000,-6300,TWSE
2026-06-10,5469,瀚宇博,-32824,0,-127211,TWSE
2026-06-10,5471,松翰,138959,0,-52638,TWSE
2026-06-10,5484,慧友,23000,0,-1000,TWSE
2026-06-10,5515,建國,134004,-3000,4122,TWSE
2026-06-10,5519,隆大,355372,0,7668,TWSE
2026-06-10,5521,工信,-658843,0,6569,TWSE
2026-06-10,5522,遠雄,689893,0,296019,TWSE
2026-06-10,5525,順天,44000,0,-13000,TWSE
2026-06-10,5531,鄉林,-1115000,0,-22982,TWSE
2026-06-10,5533,皇鼎,-1000,0,7000,TWSE
2026-06-10,5534,長虹,908655,230000,278223,TWSE
2026-06-10,5538,東明-KY,-12000,0,-2000,TWSE
2026-06-10,5546,永固-KY,6000,0,-3000,TWSE
2026-06-10,5607,遠雄港,396580,0,-33000,TWSE
2026-06-10,5608,四維航,228253,0,-3000,TWSE
2026-06-10,5706,鳳凰,91409,0,1000,TWSE
2026-06-10,5871,中租-KY,-3956593,8415173,32063,TWSE
2026-06-10,5876,上海商銀,-1274139,67696,399064,TWSE
2026-06-10,5880,合庫金,2327840,17038,550454,TWSE
2026-06-10,5906,台南-KY,0,0,-1000,TWSE
2026-06-10,5907,大洋-KY,16667,0,-3000,TWSE
2026-06-10,6005,群益證,-1912000,-3772246,0,TWSE
2026-06-10,6024,群益期,-86263,0,2000,TWSE
2026-06-10,6108,競國,-240925,0,-2580,TWSE
2026-06-10,6112,邁達特,41414,0,-93533,TWSE
2026-06-10,6115,鎰勝,-10000,0,1942,TWSE
2026-06-10,6116,彩晶,12224097,0,-386997,TWSE
2026-06-10,6117,迎廣,-83940,0,-4000,TWSE
2026-06-10,6120,達運,-292296,0,-9821,TWSE
2026-06-10,6128,上福,-95000,0,2000,TWSE
2026-06-10,6133,金橋,167000,0,99000,TWSE
2026-06-10,6136,富爾特,-11973,0,2000,TWSE
2026-06-10,6139,亞翔,892491,162908,-72759,TWSE
2026-06-10,6141,柏承,-158000,0,-3000,TWSE
2026-06-10,6142,友勁,18000,0,1000,TWSE
2026-06-10,6152,百一,-447020,0,-2000,TWSE
2026-06-10,6153,嘉聯益,1349472,0,-248533,TWSE
2026-06-10,6155,鈞寶,584524,0,2186,TWSE
2026-06-10,6164,華興,46479,0,-2000,TWSE
2026-06-10,6165,浪凡,-236820,0,0,TWSE
2026-06-10,6166,凌華,482270,0,-89399,TWSE
2026-06-10,6168,宏齊,-270000,0,-3000,TWSE
2026-06-10,6176,瑞儀,3645350,-5429000,225264,TWSE
2026-06-10,6177,達麗,-242620,0,13819,TWSE
2026-06-10,6183,關貿,-34147,0,-1731,TWSE
2026-06-10,6184,大豐電,7000,0,-2000,TWSE
2026-06-10,6189,豐藝,94022,-6669,12000,TWSE
2026-06-10,6191,精成科,-1147140,0,-112419,TWSE
2026-06-10,6192,巨路,170905,0,2007,TWSE
2026-06-10,6196,帆宣,-122095,40000,-35809,TWSE
2026-06-10,6197,佳必琪,680958,0,-199259,TWSE
2026-06-10,6201,亞弘電,-36000,0,-1000,TWSE
2026-06-10,6202,盛群,-280386,0,-29963,TWSE
2026-06-10,6205,詮欣,120000,0,0,TWSE
2026-06-10,6206,飛捷,77249,-4060,-28220,TWSE
2026-06-10,6209,今國光,972196,0,-500089,TWSE
2026-06-10,6213,聯茂,2607298,-3000,-199465,TWSE
2026-06-10,6214,精誠,12647,0,5775,TWSE
2026-06-10,6215,和椿,-418025,0,-26602,TWSE
2026-06-10,6216,居易,15000,0,-257,TWSE
2026-06-10,6224,聚鼎,-24102,0,-130,TWSE
2026-06-10,6226,光鼎,-231378,0,-1000,TWSE
2026-06-10,6230,尼得科超眾,-23080,0,-571,TWSE
2026-06-10,6235,華孚,17000,0,2000,TWSE
2026-06-10,6239,力成,3819841,-4690000,-1508444,TWSE
2026-06-10,6243,迅杰,-37000,0,-649,TWSE
2026-06-10,6257,矽格,-73166,-5000,-78399,TWSE
2026-06-10,6269,台郡,2416053,0,164728,TWSE
2026-06-10,6271,同欣電,-605300,0,-176414,TWSE
2026-06-10,6272,驊陞,104000,0,-2000,TWSE
2026-06-10,6277,宏正,158431,0,1800,TWSE
2026-06-10,6278,台表科,3744485,-1918000,-126959,TWSE
2026-06-10,6281,全國電,-950,0,-1000,TWSE
2026-06-10,6282,康舒,6988944,56000,-1871947,TWSE
2026-06-10,6283,淳安,-143000,0,-1000,TWSE
2026-06-10,6285,啟碁,-612095,220000,42890,TWSE
2026-06-10,6405,悅城,-29000,0,12800,TWSE
2026-06-10,6409,旭隼,-55794,1959,-19915,TWSE
2026-06-10,6412,群電,1031086,-2280000,6284,TWSE
2026-06-10,6414,樺漢,249129,-91000,-59998,TWSE
2026-06-10,6415,矽力*-KY,705864,-41000,-40928,TWSE
2026-06-10,6416,瑞祺電通,35000,0,1000,TWSE
2026-06-10,6426,統新,-367398,0,-1600,TWSE
2026-06-10,6431,光麗-KY,-43000,0,1000,TWSE
2026-06-10,6438,迅得,-84151,0,-7609,TWSE
2026-06-10,6442,光聖,35075,-4039,-30113,TWSE
2026-06-10,6443,元晶,6635836,0,-541672,TWSE
2026-06-10,6446,藥華藥,973043,-9999,-2310,TWSE
2026-06-10,6449,鈺邦,92000,0,-26654,TWSE
2026-06-10,6451,訊芯-KY,-576876,0,-58923,TWSE
2026-06-10,6456,GIS-KY,-697687,0,-116689,TWSE
2026-06-10,6464,台數科,-13000,0,-2000,TWSE
2026-06-10,6472,保瑞,619311,0,-17363,TWSE
2026-06-10,6477,安集,-242000,0,312,TWSE
2026-06-10,6491,晶碩,305819,0,1197,TWSE
2026-06-10,6504,南六,-12001,0,0,TWSE
2026-06-10,6505,台塑化,-1508301,15000,22512,TWSE
2026-06-10,6515,穎崴,-14319,9000,-943,TWSE
2026-06-10,6525,捷敏-KY,-148555,-3663,-1000,TWSE
2026-06-10,6526,達發,98121,-15000,-22981,TWSE
2026-06-10,6531,愛普*,781791,53000,-26821,TWSE
2026-06-10,6533,晶心科,-118281,0,-3,TWSE
2026-06-10,6534,正瀚-創,11400,0,-2099,TWSE
2026-06-10,6541,泰福-KY,-149109,0,-3366,TWSE
2026-06-10,6550,北極星藥業-KY,91000,0,-6000,TWSE
2026-06-10,6552,易華電,-11000,0,3000,TWSE
2026-06-10,6558,興能高,-112000,0,-1000,TWSE
2026-06-10,6573,虹揚-KY,-44264,0,-1000,TWSE
2026-06-10,6579,研揚,1273,0,-13146,TWSE
2026-06-10,6581,鋼聯,-10000,0,-1000,TWSE
2026-06-10,6582,申豐,-3000,0,-1000,TWSE
2026-06-10,6585,鼎基,308620,0,-2000,TWSE
2026-06-10,6589,台康生技,36815,0,-3001,TWSE
2026-06-10,6591,動力-KY,-111000,0,396,TWSE
2026-06-10,6592,和潤企業,361230,0,-1000,TWSE
2026-06-10,6598,ABC-KY,11000,0,-1000,TWSE
2026-06-10,6605,帝寶,-52632,0,3122,TWSE
2026-06-10,6606,建德工業,14000,0,0,TWSE
2026-06-10,6614,資拓宏宇,-10000,0,-7000,TWSE
2026-06-10,6625,必應,36000,0,9730,TWSE
2026-06-10,6641,基士德-KY,-6440,0,386,TWSE
2026-06-10,6645,金萬林-創,-18000,0,-2000,TWSE
2026-06-10,6655,科定,-3000,0,-1000,TWSE
2026-06-10,6657,華安,12999,0,-1000,TWSE
2026-06-10,6658,聯策,197502,-1000,-3969,TWSE
2026-06-10,6666,羅麗芬-KY,-4851,0,-1000,TWSE
2026-06-10,6668,中揚光,-134100,0,0,TWSE
2026-06-10,6669,緯穎,-180648,-107066,-91934,TWSE
2026-06-10,6670,復盛應用,282720,-3184,5460,TWSE
2026-06-10,6671,三能-KY,-17000,0,3630,TWSE
2026-06-10,6672,騰輝電子-KY,206504,0,-91456,TWSE
2026-06-10,6674,鋐寶科技,-2000,0,-1000,TWSE
2026-06-10,6689,伊雲谷,61800,0,3697,TWSE
2026-06-10,6691,洋基工程,66841,0,3352,TWSE
2026-06-10,6695,芯鼎,88000,0,2189,TWSE
2026-06-10,6698,旭暉應材,236000,0,0,TWSE
2026-06-10,6706,惠特,26385,0,-67507,TWSE
2026-06-10,6715,嘉基,-195942,0,-2279,TWSE
2026-06-10,6719,力智,257682,0,41498,TWSE
2026-06-10,6722,輝創,-13000,0,-2000,TWSE
2026-06-10,6742,澤米,-632856,0,-2000,TWSE
2026-06-10,6743,安普新,-23903,0,-3000,TWSE
2026-06-10,6753,龍德造船,-33312,0,-15251,TWSE
2026-06-10,6754,匯僑設計,-4000,0,-1000,TWSE
2026-06-10,6756,威鋒電子,-87890,0,696,TWSE
2026-06-10,6757,台灣虎航,2788116,-3370000,25638,TWSE
2026-06-10,6768,志強-KY,-61000,-3848,-21001,TWSE
2026-06-10,6770,力積電,-73783942,0,-2622389,TWSE
2026-06-10,6771,平和環保-創,3000,0,0,TWSE
2026-06-10,6776,展碁國際,-9000,0,0,TWSE
2026-06-10,6781,AES-KY,124187,0,-36478,TWSE
2026-06-10,6782,視陽,131076,0,1000,TWSE
2026-06-10,6789,采鈺,221886,-3000,-36790,TWSE
2026-06-10,6790,永豐實,78997,0,-3000,TWSE
2026-06-10,6792,詠業,9000,0,0,TWSE
2026-06-10,6794,向榮生技,-13000,0,-1000,TWSE
2026-06-10,6796,晉弘,-5000,0,-1000,TWSE
2026-06-10,6799,來頡,8900,0,1,TWSE
2026-06-10,6805,富世達,-1001730,-30000,-40210,TWSE
2026-06-10,6806,森崴能源,95100,0,0,TWSE
2026-06-10,6807,峰源-KY,-7000,0,-1000,TWSE
2026-06-10,6830,汎銓,1226469,-40000,-16044,TWSE
2026-06-10,6831,邁科,-81155,0,-30907,TWSE
2026-06-10,6834,天二科技,-3000,0,7000,TWSE
2026-06-10,6835,圓裕,-81000,0,-1000,TWSE
2026-06-10,6838,台新藥,1000,0,-5000,TWSE
2026-06-10,6854,錼創科技-KY創,-99870,0,1412,TWSE
2026-06-10,6861,睿生光電,159421,0,447,TWSE
2026-06-10,6862,三集瑞-KY,-7254,0,-36394,TWSE
2026-06-10,6863,永道-KY,-34746,0,-99,TWSE
2026-06-10,6869,雲豹能源,106879,0,-6112,TWSE
2026-06-10,6873,泓德能源,91536,0,-5883,TWSE
2026-06-10,6885,全福生技,-325000,0,10000,TWSE
2026-06-10,6887,寶綠特-KY,-3000,0,0,TWSE
2026-06-10,6890,來億-KY,-166766,1794000,20000,TWSE
2026-06-10,6901,鑽石投資,-21405,0,-6000,TWSE
2026-06-10,6902,GOGOLOOK,-82030,0,-1000,TWSE
2026-06-10,6906,現觀科,-2000,0,-26000,TWSE
2026-06-10,6908,宏碁遊戲-創,-10000,0,-2326,TWSE
2026-06-10,6909,創控,-55944,0,-1000,TWSE
2026-06-10,6914,阜爾運通,8000,0,-1000,TWSE
2026-06-10,6916,華凌,-155000,0,2753,TWSE
2026-06-10,6918,愛派司,14000,0,1000,TWSE
2026-06-10,6919,康霈*,-345681,8,95,TWSE
2026-06-10,6921,嘉雨思-創,-26000,0,6000,TWSE
2026-06-10,6923,中台,48000,0,-2026,TWSE
2026-06-10,6924,榮惠-KY創,0,0,2000,TWSE
2026-06-10,6928,攸泰科技,-9000,0,0,TWSE
2026-06-10,6931,青松健康,1000,0,0,TWSE
2026-06-10,6933,AMAX-KY,-18000,0,-5371,TWSE
2026-06-10,6934,心誠鎂,-4000,0,-1000,TWSE
2026-06-10,6936,永鴻生技,-12000,0,0,TWSE
2026-06-10,6937,天虹,46236,-40000,-31502,TWSE
2026-06-10,6944,兆聯實業,141145,0,8273,TWSE
2026-06-10,6949,沛爾生醫-創,69000,0,-126,TWSE
2026-06-10,6951,青新-創,-15000,0,0,TWSE
2026-06-10,6952,大武山,-16000,0,-3000,TWSE
2026-06-10,6955,邦睿生技-創,-8000,0,4000,TWSE
2026-06-10,6957,裕慶-KY,52000,0,-509,TWSE
2026-06-10,6958,日盛台駿,-21000,0,-1000,TWSE
2026-06-10,6962,奕力-KY,140027,0,5555,TWSE
2026-06-10,6965,中傑-KY,-10000,0,-2000,TWSE
2026-06-10,6969,成信實業*-創,-6962,0,0,TWSE
2026-06-10,6988,威力暘-創,-3000,0,-3000,TWSE
2026-06-10,6994,富威電力,85060,0,-23,TWSE
2026-06-10,7610,聯友金屬-創,69978,0,-1075,TWSE
2026-06-10,7631,聚賢研發-創,37000,0,-3584,TWSE
2026-06-10,7705,三商餐飲,-9888,0,0,TWSE
2026-06-10,7711,永擎,-129777,0,706,TWSE
2026-06-10,7721,微程式,-23140,0,-2000,TWSE
2026-06-10,7722,LINEPAY,-325188,0,1687,TWSE
2026-06-10,7730,暉盛-創,-22000,0,-892,TWSE
2026-06-10,7732,金興精密,-5000,0,-1000,TWSE
2026-06-10,7736,虎山,-8998,0,-1000,TWSE
2026-06-10,7740,熙特爾-創,-19000,0,664,TWSE
2026-06-10,7749,意騰-KY,977603,0,80311,TWSE
2026-06-10,7750,新代,30065,0,-2367,TWSE
2026-06-10,7760,享溫馨,23000,0,-7000,TWSE
2026-06-10,7765,中華資安,-2600,0,-2125,TWSE
2026-06-10,7768,頌勝科技,101000,0,0,TWSE
2026-06-10,7769,鴻勁,-28947,-36689,-264,TWSE
2026-06-10,7780,大研生醫*,-127000,0,-1587,TWSE
2026-06-10,7786,東方風能,-38410,0,-2000,TWSE
2026-06-10,7788,松川精密,345970,0,80975,TWSE
2026-06-10,7791,皇家可口,-37000,0,-1000,TWSE
2026-06-10,7795,長廣,-117000,0,-1208,TWSE
2026-06-10,7799,禾榮科,-53331,0,-2717,TWSE
2026-06-10,7803,雲象科技-創,-28000,0,0,TWSE
2026-06-10,7818,溢泰實業,-19000,0,0,TWSE
2026-06-10,7821,神數,-47069,0,6000,TWSE
2026-06-10,7822,倍利科,-17491,0,-1075,TWSE
2026-06-10,7823,奧義賽博-KY創,4000,0,-27,TWSE
2026-06-10,7827,漢康-KY創,-84173,0,2000,TWSE
2026-06-10,8011,台通,-64000,0,-2000,TWSE
2026-06-10,8016,矽創,82327,11451,-12189,TWSE
2026-06-10,8021,尖點,3241092,242000,-225306,TWSE
2026-06-10,8028,昇陽半導體,994400,22000,-76199,TWSE
2026-06-10,8033,雷虎,-243127,0,-36835,TWSE
2026-06-10,8039,台虹,-275337,0,-50912,TWSE
2026-06-10,8045,達運光電,26000,0,-1585,TWSE
2026-06-10,8046,南電,188882,360000,-502087,TWSE
2026-06-10,8070,長華*,5694586,-5036543,-90827,TWSE
2026-06-10,8072,陞泰,19291,0,2000,TWSE
2026-06-10,8081,致新,-192257,-2000,-1005,TWSE
2026-06-10,8103,瀚荃,46100,0,-99669,TWSE
2026-06-10,8104,錸寶,-107566,0,0,TWSE
2026-06-10,8105,凌巨,-6690058,0,-4189,TWSE
2026-06-10,8110,華東,680504,0,-103770,TWSE
2026-06-10,8112,至上,1335326,-256000,-1358394,TWSE
2026-06-10,8112A,至上甲特,7000,0,0,TWSE
2026-06-10,8114,振樺電,101814,-1000,-39745,TWSE
2026-06-10,8131,福懋科,147115,0,-107459,TWSE
2026-06-10,8150,南茂,-2639830,4769000,-1727332,TWSE
2026-06-10,8162,微矽電子-創,53000,0,10842,TWSE
2026-06-10,8163,達方,-803723,0,-42219,TWSE
2026-06-10,8201,無敵,-43000,0,-1000,TWSE
2026-06-10,8210,勤誠,-425893,396000,-79492,TWSE
2026-06-10,8213,志超,-122000,0,-2976,TWSE
2026-06-10,8215,明基材,-709797,63000,211809,TWSE
2026-06-10,8222,寶一,-155970,0,3000,TWSE
2026-06-10,8249,菱光,-23835,0,-3030,TWSE
2026-06-10,8261,富鼎,-1330900,0,-23714,TWSE
2026-06-10,8271,宇瞻,19671,-1000,-20795,TWSE
2026-06-10,8341,日友,224150,0,2000,TWSE
2026-06-10,8367,建新國際,-18000,0,-1000,TWSE
2026-06-10,8374,羅昇,57110,0,-39150,TWSE
2026-06-10,8404,百和興業-KY,106050,0,2999,TWSE
2026-06-10,8411,福貞-KY,-5000,0,-4000,TWSE
2026-06-10,8422,可寧衛*,-4860938,-3506000,384370,TWSE
2026-06-10,8429,金麗-KY,12008,0,-2000,TWSE
2026-06-10,8438,昶昕,-8000,0,-2568,TWSE
2026-06-10,8442,威宏-KY,19110,0,-1000,TWSE
2026-06-10,8443,阿瘦,-7000,0,-1000,TWSE
2026-06-10,8454,富邦媒,184928,2898000,-32011,TWSE
2026-06-10,8462,柏文,5956,0,5000,TWSE
2026-06-10,8463,潤泰材,2000,0,-1000,TWSE
2026-06-10,8464,億豐,52976,-496,1468,TWSE
2026-06-10,8466,美吉吉-KY,-11000,0,8000,TWSE
2026-06-10,8467,波力-KY,-8000,0,-1000,TWSE
2026-06-10,8473,山林水,918123,0,4000,TWSE
2026-06-10,8476,台境*,212221,0,-1000,TWSE
2026-06-10,8478,東哥遊艇,115000,0,3001,TWSE
2026-06-10,8481,政伸,-7000,0,-2000,TWSE
2026-06-10,8482,商億-KY,1000,0,-1000,TWSE
2026-06-10,8487,愛爾達-創,-7000,0,3000,TWSE
2026-06-10,8488,吉源-KY,-4000,0,0,TWSE
2026-06-10,8499,鼎炫-KY,-31011,0,802,TWSE
2026-06-10,8926,台汽電,296062,58000,-101570,TWSE
2026-06-10,8940,新天地,-10000,0,-2000,TWSE
2026-06-10,8996,高力,-120439,474000,-134108,TWSE
2026-06-10,9103,美德醫療-DR,179000,0,-2116,TWSE
2026-06-10,910322,康師傅-DR,-307000,0,0,TWSE
2026-06-10,9105,泰金寶-DR,11276501,0,-599454,TWSE
2026-06-10,910861,神州-DR,-1000,0,0,TWSE
2026-06-10,911608,明輝-DR,-410,0,0,TWSE
2026-06-10,911868,同方友友-DR,11000,0,0,TWSE
2026-06-10,912000,晨訊科-DR,289000,0,0,TWSE
2026-06-10,9136,巨騰-DR,-321985,0,0,TWSE
2026-06-10,9802,鈺齊-KY,427000,-225000,705,TWSE
2026-06-10,9902,台火,-4831,0,514,TWSE
2026-06-10,9904,寶成,1434037,-286350,260757,TWSE
2026-06-10,9905,大華,18000,0,-4000,TWSE
2026-06-10,9906,欣巴巴,-9000,0,7785,TWSE
2026-06-10,9907,統一實,1120000,-227290,5000,TWSE
2026-06-10,9908,大台北,4000,0,4901,TWSE
2026-06-10,9910,豐泰,-2056468,5395784,11920,TWSE
2026-06-10,9911,櫻花,260043,0,1418,TWSE
2026-06-10,9912,偉聯,-1000,0,-1000,TWSE
2026-06-10,9914,美利達,387872,0,-2861,TWSE
2026-06-10,9917,中保科,232985,0,1000,TWSE
2026-06-10,9918,欣天然,-18000,0,-2000,TWSE
2026-06-10,9919,康那香,6000,0,-1000,TWSE
2026-06-10,9921,巨大,575521,0,8272,TWSE
2026-06-10,9924,福興,-20000,0,0,TWSE
2026-06-10,9925,新保,247000,0,1948,TWSE
2026-06-10,9926,新海,-8000,0,-2000,TWSE
2026-06-10,9927,泰銘,-3080,0,1000,TWSE
2026-06-10,9928,中視,0,0,-1000,TWSE
2026-06-10,9929,秋雨,-5600,0,-3000,TWSE
2026-06-10,9930,中聯資源,4000,0,3999,TWSE
2026-06-10,9931,欣高,16000,0,-2000,TWSE
2026-06-10,9933,中鼎,822795,75600,-48047,TWSE
2026-06-10,9934,成霖,876140,0,-1000,TWSE
2026-06-10,9935,慶豐富,166231,0,-2000,TWSE
2026-06-10,9937,全國,-21000,0,-3527,TWSE
2026-06-10,9938,百和,901272,-6920,26958,TWSE
2026-06-10,9939,宏全,1338983,-2812,76433,TWSE
2026-06-10,9940,信義,201310,0,-84369,TWSE
2026-06-10,9941,裕融,-197627,3529844,25750,TWSE
2026-06-10,9942,茂順,548,0,0,TWSE
2026-06-10,9943,好樂迪,15920,0,-1000,TWSE
2026-06-10,9944,新麗,-4000,0,-1000,TWSE
2026-06-10,9945,潤泰新,-2150409,-15000,351953,TWSE
2026-06-10,9946,三發地產,96000,0,-3000,TWSE
2026-06-10,9955,佳龍,-362000,0,-2000,TWSE
2026-06-10,9958,世紀鋼,-442762,0,-75843,TWSE
2026-06-11,00400A,主動國泰動能高息,787850,0,-2032918,TWSE
2026-06-11,00401A,主動摩根台灣鑫收,-181900,0,1031885,TWSE
2026-06-11,00402A,主動安聯美國科技,63000,0,-24058441,TWSE
2026-06-11,00403A,主動統一升級50,-132671849,0,-198065324,TWSE
2026-06-11,00404A,主動聯博動能50,18000,0,-11604337,TWSE
2026-06-11,00405A,主動富邦台灣龍耀,72019,0,-299096717,TWSE
2026-06-11,00406A,主動中信台灣收益,-5919000,0,-60085715,TWSE
2026-06-11,0050,元大台灣50,-91840299,2846000,-78743648,TWSE
2026-06-11,0051,元大中型100,12008,0,-47145,TWSE
2026-06-11,0052,富邦科技,2726897,0,-2750354,TWSE
2026-06-11,0053,元大電子,6120,0,-55589,TWSE
2026-06-11,0055,元大MSCI金融,77000,0,-34009,TWSE
2026-06-11,0056,元大高股息,-1295593,150000,-6506259,TWSE
2026-06-11,0057,富邦摩台,1087,0,-41053,TWSE
2026-06-11,0061,元大寶滬深,-11000,0,45266,TWSE
2026-06-11,006203,元大MSCI台灣,1000,0,-3049,TWSE
2026-06-11,006204,永豐臺灣加權,2000,0,-2011,TWSE
2026-06-11,006205,富邦上証,-55000,0,113973,TWSE
2026-06-11,006206,元大上證50,-26000,0,42128,TWSE
2026-06-11,006207,復華滬深,59000,0,-47609,TWSE
2026-06-11,006208,富邦台50,20297,0,-876806,TWSE
2026-06-11,00631L,元大台灣50正2,-23037645,0,-64983146,TWSE
2026-06-11,00632R,元大台灣50反1,725000,0,82327823,TWSE
2026-06-11,00633L,富邦上証正2,223000,0,736294,TWSE
2026-06-11,00634R,富邦上証反1,0,0,-24000,TWSE
2026-06-11,00635U,期元大S&P黃金,186418,0,-770174,TWSE
2026-06-11,00636,國泰中國A50,-38000,0,203898,TWSE
2026-06-11,00636K,國泰中國A50+U,0,0,0,TWSE
2026-06-11,00637L,元大滬深300正2,1142000,0,-2062937,TWSE
2026-06-11,00638R,元大滬深300反1,0,0,309000,TWSE
2026-06-11,00639,富邦深100,-151000,0,604195,TWSE
2026-06-11,00640L,富邦日本正2,-13000,0,-103338,TWSE
2026-06-11,00641R,富邦日本反1,0,0,609276,TWSE
2026-06-11,00642U,期元大S&P石油,74956,0,919898,TWSE
2026-06-11,00643,群益深証中小,275000,0,-168528,TWSE
2026-06-11,00643K,群益深証中小+R,0,0,0,TWSE
2026-06-11,00645,富邦日本,6057,0,1650438,TWSE
2026-06-11,00646,元大S&P500,-191978,-200000,-170773,TWSE
2026-06-11,00647L,元大S&P500正2,1000,0,-34919,TWSE
2026-06-11,00648R,元大S&P500反1,12000,0,3446500,TWSE
2026-06-11,00650L,復華香港正2,114000,0,2346755,TWSE
2026-06-11,00651R,復華香港反1,-2000,0,251860,TWSE
2026-06-11,00652,富邦印度,-10000,0,91499,TWSE
2026-06-11,00653L,富邦印度正2,0,0,34041,TWSE
2026-06-11,00654R,富邦印度反1,0,0,46118,TWSE
2026-06-11,00655L,國泰中國A50正2,0,0,-54369,TWSE
2026-06-11,00656R,國泰中國A50反1,0,0,-56000,TWSE
2026-06-11,00657,國泰日經225,21000,0,-23873,TWSE
2026-06-11,00657K,國泰日經225+U,0,0,0,TWSE
2026-06-11,00660,元大歐洲50,0,0,2000,TWSE
2026-06-11,00661,元大日經225,312970,0,-232420,TWSE
2026-06-11,00662,富邦NASDAQ,184714,0,-1844817,TWSE
2026-06-11,00663L,國泰臺灣加權正2,407400,0,-5922555,TWSE
2026-06-11,00664R,國泰臺灣加權反1,0,0,23741568,TWSE
2026-06-11,00665L,富邦恒生國企正2,-585000,0,-4629441,TWSE
2026-06-11,00666R,富邦恒生國企反1,0,0,2000,TWSE
2026-06-11,00668,國泰美國道瓊,2000,0,-70618,TWSE
2026-06-11,00668K,國泰美國道瓊+U,0,0,0,TWSE
2026-06-11,00669R,國泰美國道瓊反1,0,0,2154462,TWSE
2026-06-11,00670L,富邦NASDAQ正2,131021,0,-126089,TWSE
2026-06-11,00671R,富邦NASDAQ反1,0,0,273887,TWSE
2026-06-11,00673R,期元大S&P原油反1,57000,0,-3349003,TWSE
2026-06-11,00674R,期元大S&P黃金反1,-8000,0,50981,TWSE
2026-06-11,00675L,富邦臺灣加權正2,107980,0,-1145045,TWSE
2026-06-11,00676R,富邦臺灣加權反1,-528000,0,5418724,TWSE
2026-06-11,00678,群益那斯達克生技,-73000,0,81178,TWSE
2026-06-11,00680L,元大美債20正2,313000,0,8575710,TWSE
2026-06-11,00681R,元大美債20反1,-1000,0,1000,TWSE
2026-06-11,00683L,期元大美元指正2,-6000,0,44000,TWSE
2026-06-11,00685L,群益臺灣加權正2,-1770,0,-2372040,TWSE
2026-06-11,00686R,群益臺灣加權反1,1000,0,-1454000,TWSE
2026-06-11,00688L,國泰20年美債正2,1798000,0,924899,TWSE
2026-06-11,00689R,國泰20年美債反1,0,0,0,TWSE
2026-06-11,00690,兆豐藍籌30,3000,0,27665,TWSE
2026-06-11,00692,富邦公司治理,111055,0,-370308,TWSE
2026-06-11,00693U,期街口S&P黃豆,0,0,-381104,TWSE
2026-06-11,00700,富邦恒生國企,24000,0,14695,TWSE
2026-06-11,00701,國泰股利精選30,-106000,0,453595,TWSE
2026-06-11,00702,國泰標普低波高息,0,0,-103272,TWSE
2026-06-11,00703,台新MSCI中國,0,0,-28111,TWSE
2026-06-11,00706L,期元大S&P日圓正2,0,0,-405707,TWSE
2026-06-11,00708L,期元大S&P黃金正2,499300,0,-2481222,TWSE
2026-06-11,00709,富邦歐洲,-1000,0,50578,TWSE
2026-06-11,00710B,復華彭博非投等債,-5000,0,65410,TWSE
2026-06-11,00711B,復華彭博新興債,0,0,3242,TWSE
2026-06-11,00712,復華富時不動產,14868000,0,-13931602,TWSE
2026-06-11,00713,元大台灣高息低波,-259251,0,5191965,TWSE
2026-06-11,00714,群益道瓊美國地產,116000,0,-52935,TWSE
2026-06-11,00715L,期街口布蘭特正2,320000,0,1159033,TWSE
2026-06-11,00717,富邦美國特別股,196000,0,-57000,TWSE
2026-06-11,00728,第一金工業30,-3000,0,-14269,TWSE
2026-06-11,00730,富邦臺灣優質高息,15000,0,19901,TWSE
2026-06-11,00731,復華富時高息低波,-68000,0,86351,TWSE
2026-06-11,00733,富邦臺灣中小,81200,0,-49106,TWSE
2026-06-11,00735,國泰臺韓科技,744084,0,-365045,TWSE
2026-06-11,00736,國泰新興市場,0,0,-2000,TWSE
2026-06-11,00737,國泰AI機器人,7000,0,-22889,TWSE
2026-06-11,00738U,期元大道瓊白銀,555033,0,-982429,TWSE
2026-06-11,00739,元大MSCI A股,0,0,7936,TWSE
2026-06-11,00752,中信中國50,-95000,0,184807,TWSE
2026-06-11,00753L,中信中國50正2,-192000,0,200258,TWSE
2026-06-11,00757,統一FANG+,120134,0,-434694,TWSE
2026-06-11,00762,元大全球AI,39105,0,-3665,TWSE
2026-06-11,00763U,期街口道瓊銅,95000,0,-183493,TWSE
2026-06-11,00770,國泰北美科技,146100,0,-76500,TWSE
2026-06-11,00771,元大US高息特別股,0,0,16557,TWSE
2026-06-11,00775B,新光投等債15+,0,0,0,TWSE
2026-06-11,00783,富邦中証500,-90000,0,106633,TWSE
